code,nom,description,version,organisme,statut,secteur
"ISO/TC 28/SC 4","Classifications et spécifications","Classifications and specifications for: Crude petroleum; Petroleum-based liquid and liquefied fuels; Non-petroleum based liquid and liquefied fuels from natural or synthetic sources; Gaseous fuels for transport applications; Petroleum based lubricants and fluids (including hydraulic fluids and greases); Non-petroleum based lubricants and fluids (including hydraulic fluids and greases) from natural or synthetic sources Excluded are classifications and specifications for: Fuels and lubricants u...",1980,ISO,actif,"Métrologie & Sciences"
"ISO/TC 28/SC 5","Mesurage des combustibles gazeux liquéfiés réfrigérés à base d'hydrocarures ou à base non pétrolière","Measurement of quantity and sampling of refrigerated hydrocarbon and non-petroleum based liquefied gaseous fuels, and the calibration of ship/shore tanks and gauging instruments used to store/transport and measure such fuels",1980,ISO,actif,"Énergie & Ressources"
"ISO/TC 30","Mesure de débit des fluides dans les conduites fermées","Standardization of rules and methods for the measurement of fluid flow in closed conduits including: terminology and definitions; rules for inspection, installation, operation; construction of instruments and equipment required; conditions under which measurements are to be made; rules for collection, evaluation and interpretation of measurement data, including errors.",1947,ISO,actif,"Environnement & Développement durable"
"ISO/TC 30/SC 5","Méthodes de vitesse et massiques","To standardize the methods and equipment to enable the flow-rate of fluids in closed conduits to be determined by the measurement of the mean axial flow velocity or by the integration of the local velocities. Examples of such equipment are as follows: electromagnetic flowmeters, ultrasonic flowmeters, coriolis mass flowmeters, instability methods (vortex, fluidic ...), velocity-area methods (current meters, Pitot tubes ...), tracer methods (di-lution method, transit time method, ...) etc.",1982,ISO,actif,"Métrologie & Sciences"
"ISO/TC 30/SC 7","Méthodes volumétriques, y compris les compteurs d'eau","To standardise the methods and equipment to enable the flow-rate of fluids in closed conduits to be determined by the direct measurement of the volume flow-rate, or of the volume passing through the meter.",1983,ISO,actif,"Métrologie & Sciences"
"ISO/TC 34","Produits alimentaires","Standardization in the field of human and animal foodstuffs, covering the food chain from primary production to consumption, as well as animal and vegetable propagation materials, in particular, but not limited to, terminology, sampling, methods of test and analysis, product specifications, food and feed safety and quality management and requirements for packaging, storage and transportation Excluded : products covered by ISO/TC 54 Essential oils and ISO/TC 93 Starch (including derivatives an...",1947,ISO,actif,Agroalimentaire
"ISO/TC 34/SC 3","Fruits et légumes et leurs produits dérivés","Standardization in the field of fruit and vegetable and their derived products, in particular, terminology, sampling, product specifications, requirements for packaging, storage, transportation, methods of tests and analysis.",1980,ISO,actif,Agroalimentaire
"ISO/TC 34/SC 4","Céréales et légumineuses","Standardization in the field of cereals and pulses as well as their products, in particular terminology, sampling, methods of test and analysis, product specifications and requirements for packaging, storage and transportation",1982,ISO,actif,Agroalimentaire
"ISO/TC 34/SC 6","Viandes, volailles, poissons, oeufs et leurs produits dérivés","Standardization in the field of meat, poultry, eggs, fish and their products, in particular terminology, sampling, methods of test and analysis, product specifications and requirements for packaging, storage and transportation",1980,ISO,actif,Agroalimentaire
"ISO/TC 34/SC 7","Epices, herbes aromatiques et condiments","Standardization in the field of spices, culinary herbs and condiments, in particular, terminology, sampling, methods of test and analysis, product specifications, requirements for packaging, storage and transportation",1981,ISO,actif,Agroalimentaire
"ISO/TC 34/SC 9",Microbiologie,"Horizontal methods in the field of microbiological analysis of the food chain from primary production stage to food and animal feed products, including the environment of food production and handling",1982,ISO,actif,Agroalimentaire
"ISO/TC 34/SC 10","Aliments des animaux","Standardization in the field of animal feeding stuffs including: terminology, sampling, methods of test and analysis in quality control, specifications of raw material & finished product, guidelines and requirements for packaging, storage and transportation",1980,ISO,actif,Agroalimentaire
"ISO/TC 34/SC 12","Analyse sensorielle","Standardization in the field of food sensory analysis that includes vocabulary, general directives, selection and training of sensory analysis assessors and the methodology to carry on the different tests",1980,ISO,actif,Agroalimentaire
"ISO/TC 34/SC 16","Méthodes horizontales pour l'analyse de biomarqueurs moléculaires","Standardization of biomolecular testing methods applied to foods, feeds, seeds and other propagules of food and feed crops including: Methods that analyze nucleic acids [e.g., polymerase chain reaction (PCR), genotypic analysis and sequencing], proteins [e.g. enzyme linked immunosorbent assay (ELISA)], and other suitable methods. Variety identification and detection of plant pathogens. *The scope does not include food microbiological methods.",2008,ISO,actif,Agroalimentaire
"ISO/TC 34/SC 17","Systèmes de management pour la sécurité des denrées alimentaires","Standardization in the field of food safety management systems, covering the food supply chain from primary production to consumption, human and animal foodstuffs as well as animal and vegetable propagation materials.",2009,ISO,actif,Agroalimentaire
